pendapatan_bulanan,usia,jumlah_tanggungan,skor_kredit_lama,cicilan_lancar,status_rumah,plafon_kredit,tenor_bulan,target_default
40640004,32,4,824,1,1,83000000,36,0
21568986,33,0,499,1,2,358000000,24,1
27232343,38,1,729,0,0,302000000,12,1
34069056,41,2,540,0,0,21000000,12,1
9380655,35,3,568,1,1,149000000,24,1
20362914,57,0,667,1,2,420000000,12,0
25832461,49,4,667,0,1,103000000,36,0
12795154,50,0,699,1,1,43000000,48,0
18618461,56,0,719,1,0,430000000,24,0
17998645,48,3,553,1,2,273000000,12,1
24568560,21,1,706,1,0,23000000,36,0
16464891,32,2,378,0,2,225000000,60,1
16379028,27,4,630,1,0,438000000,36,1
35115603,53,2,845,1,2,281000000,36,0
35150748,30,2,546,1,0,214000000,24,0
40227979,33,4,337,1,0,291000000,48,0
12545529,42,2,817,1,2,159000000,60,0
33111855,37,0,757,0,1,66000000,60,0
49930266,45,3,653,1,2,420000000,36,0
45905279,38,0,727,0,1,414000000,60,0
11560871,23,1,555,1,1,459000000,12,1
48564076,55,0,687,1,0,221000000,60,0
8370607,42,2,717,0,1,9000000,24,0
36001263,51,4,583,1,1,469000000,12,0
32707366,54,2,339,1,0,159000000,12,1
46411002,57,2,694,1,1,493000000,24,0
28092678,28,1,671,1,2,339000000,36,0
35940576,49,0,340,1,0,97000000,12,0
36324310,31,0,575,1,0,424000000,48,0
23546116,38,3,718,1,1,93000000,24,0
36358745,42,0,662,1,2,491000000,36,0
39534063,28,1,434,0,2,37000000,12,1
10935922,35,3,800,1,0,233000000,24,0
27709383,32,1,494,1,2,334000000,24,1
25683262,43,4,782,1,0,162000000,24,0
32641381,29,2,837,0,1,326000000,60,0
41082213,48,1,578,0,1,281000000,48,0
21516420,39,1,356,1,1,408000000,48,1
15518701,54,4,396,0,0,227000000,12,1
26560264,23,3,849,0,2,208000000,12,1
6323180,53,0,577,1,2,392000000,12,0
4333809,27,1,359,1,2,28000000,60,0
45743498,21,4,429,1,1,243000000,48,0
37629523,39,1,329,0,2,413000000,24,1
10774203,58,4,700,0,0,355000000,12,1
3651631,31,3,696,1,0,262000000,48,1
48333388,22,3,689,0,1,75000000,36,0
28063572,48,4,719,0,1,144000000,36,0
41323017,31,4,593,0,2,8000000,36,1
39011107,43,3,723,0,0,494000000,60,1
28841045,37,0,505,1,1,347000000,60,0
14942223,50,3,782,1,1,266000000,24,0
46923880,31,2,726,0,1,393000000,12,1
45125522,44,1,372,1,1,359000000,12,1
8813481,39,0,671,0,1,253000000,12,1
22106113,21,2,612,1,0,11000000,48,0
7618806,58,2,500,1,2,72000000,60,0
6919668,27,0,354,0,2,451000000,12,1
13142310,27,3,718,0,0,14000000,36,0
24285145,56,2,654,1,1,471000000,60,0
30049822,37,3,577,1,1,457000000,48,0
6585530,33,0,410,0,1,284000000,36,1
20795580,37,4,807,1,2,83000000,36,0
24410898,23,1,412,0,1,310000000,36,1
4656094,47,4,481,1,2,360000000,48,1
44991207,59,3,475,1,0,42000000,48,0
16900306,27,1,580,1,2,458000000,24,0
12282251,32,3,551,0,0,415000000,36,1
3276016,43,2,306,0,2,348000000,24,1
5048149,33,4,300,0,2,31000000,36,1
38462442,37,3,799,1,0,67000000,60,0
17859873,44,2,809,1,0,124000000,12,0
13339938,43,1,364,0,0,108000000,24,1
29247282,42,1,794,1,2,263000000,24,0
31319390,32,0,784,1,1,275000000,36,0
11446563,46,1,568,0,1,364000000,24,1
13860530,50,0,475,1,1,405000000,24,1
34283284,21,2,817,1,1,488000000,48,0
22334361,35,3,603,1,0,229000000,24,1
10082785,56,4,634,1,2,98000000,36,0
20656055,21,2,624,1,0,99000000,24,0
41051306,56,1,346,1,2,89000000,48,0
6240868,52,2,331,0,2,211000000,36,1
21811080,58,0,562,0,1,346000000,12,1
22145648,50,0,302,1,2,257000000,48,1
20501784,55,3,707,1,2,228000000,60,0
37113600,37,1,630,0,1,488000000,48,1
6930174,32,0,799,1,0,490000000,60,1
23097324,46,4,449,1,2,331000000,12,1
3348492,46,4,642,1,0,177000000,48,1
36459943,22,3,722,1,1,189000000,24,0
49711506,51,2,541,1,1,53000000,60,0
38502463,57,2,773,1,2,190000000,12,0
22177157,47,3,365,1,1,188000000,60,0
22518791,54,0,626,1,1,479000000,60,1
7016284,57,2,681,0,0,201000000,36,1
15355013,23,1,600,1,2,66000000,48,0
13271679,37,1,834,0,2,163000000,60,1
31406893,57,4,487,1,1,313000000,36,1
3333060,45,1,702,1,2,351000000,60,0
39449410,51,0,307,1,2,484000000,36,1
45937710,31,0,745,0,1,472000000,24,1
14244866,25,3,464,1,1,409000000,60,1
42658428,23,4,391,1,2,407000000,48,0
